"332","1440","102","998","977","44","240","92","9"
"332","254","34","2061","2046","88","450","170","20"
"332","1774","103","925","903","44","234","86","9"
"332","1826","109","781","824","40","202","110","7"
"332","1804","107","969","869","40","216","44","9"
"332","962","69","1311","1359","64","324","180","13"
"332","593","42","1860","1877","84","416","244","18"
"332","1637","81","1189","1302","60","280","216","11"
"332","386","45","2013","1913","80","442","0","20"
"332","266","22","2264","2254","96","484","188","22"
"332","1045","73","1319","1341","64","292","172","13"
"332","-1","5","2611","0","108","524","308","24"
"332","-1","3","2535","0","108","548","320","24"
"332","3396","119","401","386","32","184","32","7"
"332","526","58","1775","1763","72","366","68","17"
"332","1091","85","1193","1214","56","272","160","11"
"332","1680","80","1277","1300","60","284","164","12"
"332","1125","90","1121","1120","52","260","100","11"
"332","796","76","1500","1468","60","324","0","15"
"332","1714","118","680","710","36","156","84","6"
"332","806","53","1529","1657","76","356","276","15"
"332","2082","88","1256","1206","52","280","52","12"
"332","1386","71","1208","1378","64","304","244","12"
"332","99","10","2300","2320","104","520","304","23"
"332","369","37","1843","1974","88","424","332","18"
"332","1999","92","1040","1072","52","258","142","10"
"332","2908","131","31","701","20","56","56","0"
"332","2431","125","239","959","28","112","112","2"
"332","2287","97","838","1009","48","230","174","8"
"332","2755","140","-64","-14","4","76","8","0"
"332","826","74","1475","1398","60","328","64","14"
"332","582","57","1664","1615","72","372","136","16"
"332","341","32","1956","1992","92","428","344","19"
"332","1100","106","1079","979","40","244","0","10"
"332","327","41","1919","1923","84","418","160","19"
"332","405","18","2209","2258","100","500","288","22"
"332","3400","129","315","377","20","88","40","2"
"332","3401","134","65","100","12","80","20","1"
"332","3402","116","776","817","36","184","104","6"
"332","-1","15","2304","0","100","524","96","24"
"332","3403","123","253","253","28","152","24","6"
"332","3404","139","-272","-222","8","56","8","1"
"332","-1","55","1246","0","72","392","0","18"
"332","-1","65","1536","0","68","332","184","14"
"332","3405","66","960","876","64","354","0","16"
"332","3406","24","2158","2148","96","472","184","22"
"332","2661","128","293","413","20","96","48","2"
"332","540","52","1650","1656","76","364","212","16"
"332","635","68","1574","1484","64","340","60","15"
"332","3195","46","1964","1935","80","430","86","19"
"332","912","94","1130","1108","48","270","56","11"
"332","2035","54","1479","1619","76","332","332","14"
"332","520","44","1742","1924","84","402","314","17"
"332","246","16","2357","2364","100","520","204","23"
"332","24","7","2564","2550","104","528","204","24"
"332","273","33","2026","2030","88","454","174","20"
"332","1106","86","1147","1170","56","264","144","11"
"332","129","21","2246","2246","96","504","192","22"
"332","554","48","1745","1770","80","400","232","17"
"332","694","61","1361","1596","72","320","320","13"
"332","3035","135","250","250","12","72","12","2"
"332","3137","136","220","220","12","72","8","2"
"475","3122","39","-113","-73","8","46","10","0"
"475","3626","31","421","428","12","80","24","1"
"475","3641","42","-204","-164","4","32","0","0"
"475","570","15","1552","1539","28","108","68","4"
"475","2657","18","1067","1092","24","112","56","3"
"475","2772","29","675","765","16","66","24","2"
"475","210","9","2046","2070","36","164","88","6"
"475","105","4","2235","2247","40","192","108","7"
"475","3499","23","887","891","20","84","44","2"
"475","165","5","2366","2355","40","180","104","7"
"475","182","6","2220","2250","36","204","72","7"
"475","3642","40","-90","-50","8","44","8","0"
"475","323","8","2257","2257","36","188","60","7"
"475","3538","24","480","572","20","68","48","1"
"475","3615","34","297","568","12","72","36","0"
"475","1999","21","1285","1273","20","124","48","3"
"475","803","17","1480","1473","24","128","40","4"
"475","1758","20","1418","1373","20","136","28","4"
"475","40","3","2552","2545","40","204","112","7"
"475","3742","41","-147","-97","4","56","4","0"
"475","10","2","2551","2553","44","200","152","7"
"475","992","13","1867","1871","28","156","52","5"
"475","3534","7","2326","2310","36","192","64","7"
"475","3361","36","334","347","12","48","16","0"
"475","3503","30","542","556","16","56","32","1"
"475","2305","32","433","431","12","76","28","1"
"475","2930","37","537","520","12","48","12","1"
"475","2249","26","908","898","16","100","32","2"
"475","3277","28","551","616","16","76","36","1"
"475","3743","22","918","934","20","88","48","2"
"475","2655","10","2059","2038","32","168","60","6"
"475","2769","25","1015","1001","16","102","20","3"
"475","3639","19","514","1320","24","80","80","1"
"475","402","11","2042","2054","32","168","56","6"
"475","517","16","2135","2087","24","142","0","6"
"475","2355","27","1210","1171","16","94","16","3"
"475","742","14","1525","1561","28","132","64","4"
"475","2482","33","417","415","12","76","16","1"
"475","869","12","1743","1788","32","144","72","5"
"475","2929","35","461","459","12","50","16","1"
"475","49","1","2648","2653","48","192","192","7"
"475","3120","38","165","165","8","64","16","0"
"641","2773","34","908","913","784","104","44","90"
"641","1187","13","1093","1214","952","116","68","109"
"641","1287","15","1017","1180","920","136","92","101"
"641","3505","69","-121","-41","456","124","28","0"
"641","3509","68","-94","-24","468","88","12","0"
"641","3538","19","898","1057","908","120","80","89"
"641","3468","81","-820","-307","356","56","36","0"
"641","4197","57","533","621","568","108","72","10"
"641","3466","26","709","1111","848","100","80","70"
"641","1247","14","1020","1180","948","132","92","102"
"641","3626","50","484","485","664","112","52","48"
"641","3120","48","485","484","688","136","80","48"
"641","3122","70","100","100","456","108","0","10"
"641","3892","27","992","938","824","120","28","99"
"641","1238","18","1058","1045","912","136","64","105"
"641","117","1","2356","2367","1608","120","84","235"
"641","4198","74","-102","-62","404","84","16","10"
"641","2061","42","649","654","740","132","60","64"
"641","4199","59","294","295","552","84","44","10"
"641","-1","43","285","0","736","136","16","90"
"641","614","10","1720","1707","1072","164","52","172"
"641","3512","82","-539","-464","324","28","4","0"
"641","323","4","2260","2261","1464","148","64","226"
"641","3636","55","208","677","608","84","56","20"
"641","495","11","1765","1665","1024","108","0","176"
"641","1934","25","1076","1056","848","140","36","107"
"641","1684","32","1017","925","788","76","12","101"
"641","4202","77","100","128","400","36","20","10"
"641","210","3","2164","2229","1524","128","76","216"
"641","3976","52","412","411","660","124","44","41"
"641","1008","24","1362","1338","864","76","24","136"
"641","4203","78","-900","-860","392","68","0","10"
"641","4204","75","-101","-61","404","52","4","10"
"641","3539","56","535","503","600","56","4","53"
"641","3476","47","648","614","712","100","20","64"
"641","1631","8","1747","1941","1204","140","92","174"
"641","3482","31","664","754","788","120","48","66"
"641","534","12","1652","1626","988","120","16","165"
"641","2698","44","615","695","728","100","52","61"
"641","286","2","2225","2250","1552","132","92","222"
"641","2056","39","592","655","752","148","76","59"
"641","2657","16","1010","1049","920","116","68","101"
"641","3608","71","-1","95","448","72","24","0"
"641","2937","64","32","295","512","128","68","3"
"641","3506","61","365","340","536","120","0","36"
"641","4027","67","-330","491","500","76","64","0"
"641","165","6","2335","2317","1492","132","20","233"
"641","88","5","2306","2311","1552","124","72","230"
"641","3695","35","457","1194","784","100","100","45"
"641","2316","37","771","747","764","136","40","77"
"641","4035","79","35","65","384","60","16","3"
"641","3517","66","153","153","500","156","44","15"
"641","4030","29","881","872","820","116","48","88"
"641","1999","20","1335","1266","900","136","32","133"
"641","3679","33","832","784","784","132","48","83"
"641","105","7","2246","2232","1460","144","24","224"
"641","3742","73","-17","63","420","128","8","0"
"641","4196","45","239","239","716","148","24","70"
"641","2126","41","732","700","740","140","52","73"
"641","3361","53","396","401","648","120","60","39"
"641","3503","49","587","570","676","128","48","58"
"641","3811","63","100","100","520","96","24","10"
"641","4033","80","35","75","384","56","0","3"
"641","3121","76","-190","-110","400","112","12","0"
"641","3116","65","100","176","508","124","36","10"
"641","2929","46","614","613","712","132","56","61"
"641","3339","28","730","835","824","96","68","73"
"641","1453","21","1221","1182","888","136","36","122"
"641","2249","36","845","825","768","120","36","84"
"641","1818","30","903","850","804","132","44","90"
"641","3465","23","1111","1118","864","124","64","111"
"641","3536","22","903","959","872","140","76","90"
"641","2930","58","567","544","560","88","0","56"
"641","4200","60","317","355","548","96","40","10"
"641","2319","38","717","767","760","56","24","71"
"641","2711","51","490","524","664","68","52","49"
"641","560","17","1266","1263","920","72","24","126"
"641","4041","72","-532","-137","428","52","32","0"
"641","3642","40","446","594","744","108","80","44"
"641","567","9","1585","1866","1128","128","108","158"
"641","4028","54","414","401","612","120","40","41"
"641","4201","62","190","220","524","96","40","10"
"688","4345","1","570","774","16","36","36","0"
"688","4346","6","295","477","8","32","16","0"
"688","4347","17","-763","-733","4","12","0","0"
"688","4348","16","-648","-628","4","16","0","0"
"688","4349","11","90","100","4","28","4","0"
"688","4350","3","395","470","12","24","16","0"
"688","4351","10","95","100","4","28","12","0"
"688","4352","4","370","457","12","20","16","0"
"688","4353","2","390","501","12","32","16","0"
"688","4354","15","90","100","4","20","4","0"
"688","4355","13","65","95","4","24","4","0"
"688","4356","9","290","359","8","24","8","0"
"688","4357","5","185","185","8","36","8","0"
"688","4358","12","90","100","4","24","4","0"
"688","4359","7","90","100","8","28","8","0"
"688","4360","8","300","361","8","24","12","0"
"688","4361","14","-648","-628","4","24","4","0"
